name,value,area,age,distance,bath_toilet_separated,autolock
ＪＲ中央線 荻窪駅 2階建 築3年,5.5,10.35,3,5,0,1
サンパレス,8.8,35,27,10,1,0
ＪＲ総武線 荻窪駅 2階建 築11年,7.6,25.35,11,12,1,0
ＪＲ中央線 荻窪駅 3階建 築12年,6.5,13.89,12,4,1,0
ＪＲ中央線 荻窪駅 11階建 築2年,8.3,25.5,2,13,1,1
イサラ荻窪,10.5,26.95,15,5,1,1
イサラ荻窪 803号室,10.5,26.95,15,5,1,1
ＪＲ中央線 荻窪駅 2階建 築28年,8.7,36,28,10,1,0
ＪＲ総武線 荻窪駅 2階建 築28年,8.7,35,28,10,1,0
ＪＲ総武線 荻窪駅 2階建 築28年,8.7,35,28,10,1,0
ＪＲ総武線 荻窪駅 2階建 築28年,8.7,35,28,10,1,0
ＪＲ中央線 荻窪駅 3階建 築12年,6.3,13.89,12,4,1,0
ＪＲ中央線 荻窪駅 3階建 築12年,6.3,13.83,12,4,1,0
コンフォートテラス荻窪,7,18.36,5,12,1,1
コンフォートテラス荻窪,7,18.36,5,12,1,1
コンフォートテラス荻窪,7,18.36,5,12,1,1
クレヴィアリグゼ荻窪,11.5,27.36,4,5,1,1
クレヴィアリグゼ荻窪,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 地下1地上11階建 築4年,11.5,27.36,4,5,1,1
ＪＲ総武線 荻窪駅 地下1地上11階建 築4年,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 地下1地上11階建 築4年,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 地下1地上11階建 築4年,11.5,27.36,4,5,1,1
クレヴィアリグゼ荻窪,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 地下1地上11階建 築4年,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 11階建 築4年,11.5,27.35,4,5,1,1
ＳＰＡＴＩＥ　ＧＬＡＮＣＥ荻窪,7.9,25.5,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,7.9,25.5,2,13,1,1
ブランシェ,6,21,27,9,0,0
ハイムハーモニー,5.9,20.7,23,10,0,0
ＪＲ中央線 荻窪駅 6階建 築6年,8.1,23.81,6,13,0,1
ＪＲ中央線 荻窪駅 4階建 築29年,6.6,18.92,29,9,0,1
ヴィラ・リズ荻窪 403号室,6.6,18.92,29,9,0,1
ＪＲ中央線 荻窪駅 4階建 築29年,6.6,18.92,29,9,0,1
ヴィラ・リズ 403号室,6.6,18.92,29,9,0,1
スパシエグランス荻窪,8.9,25.46,2,13,1,1
スパシエグランス荻窪,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
スパシエグランス荻窪,8.9,25.46,2,13,1,1
スパシエグランス荻窪,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
メゾンボックス荻窪,8.5,25.58,26,4,1,1
ＪＲ中央線 荻窪駅 2階建 築28年,6.4,21,28,8,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,6,20,27,8,1,0
ノムラスカイハイム 201号室,6,20,27,8,0,0
ノムラスカイハイム 201号室,6,18,27,8,0,0
ベルハイムおぎくぼ 206号室,5.8,15,28,9,0,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.3,18,27,9,1,0
大庭ハイム,5,17.85,23,7,0,0
ベルハイム荻窪,5.8,13,27,8,0,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.8,13,27,8,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.8,13,27,8,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.8,13,27,8,1,0
コンフォートテラス荻窪,5.8,12.64,4,12,1,1
ソリストガーデンII 103号室,5,19,23,10,0,1
コンフォートテラス荻窪,5.8,12.64,5,12,1,1
コンフォートテラス荻窪,5.8,12.64,5,12,1,1
ＪＲ総武線 荻窪駅 2階建 築5年,5.8,12.64,5,12,0,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
コンフォートテラス荻窪 101号室,5.8,12.64,5,12,0,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
コンフォートテラス荻窪,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ総武線 荻窪駅 2階建 築5年,5.8,12.64,5,12,0,1
コンフォートテラス荻窪 0101号室,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
コンフォートテラス荻窪,5.8,12.64,5,12,1,1
ＪＲ総武線 荻窪駅 2階建 築5年,5.8,12.64,5,12,0,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,12,1,1
ＪＲ中央線 荻窪駅 2階建 築27年,7.5,27.33,27,11,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,6,18,27,7,1,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.4,12,29,9,1,0
メゾンユー,5.4,12,29,9,0,0
メゾンユー 101号室,5.4,12,29,9,0,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.4,12,29,9,1,0
メゾンユー,5.4,12,29,9,0,0
メゾンユー 101号室,5.4,12,29,9,0,0
メゾンユー 101号室,5.4,12,29,9,0,0
ＪＲ中央線 荻窪駅 2階建 築4年,6.7,15.39,4,13,1,0
スパシエグランス荻窪 1002号室,8.9,25.46,2,14,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,14,1,1
スパシエグランス荻窪 1002号室,8.9,25.46,2,14,1,1
ベルハイムおぎくぼ,5.8,16.27,27,10,0,0
ベルハイムおぎくぼ,5.8,16.27,27,10,0,0
ＪＲ中央線 荻窪駅 2階建 築31年,6.4,21.06,31,8,1,0
ＪＲ総武線 荻窪駅 地下1地上3階建 築25年,5,19,25,10,0,1
コーポラス清和,6,15.68,28,10,0,0
エルヴィーナ荻窪 0206号室,6.9,24,31,10,0,0
ＪＲ中央線 荻窪駅 3階建 築30年,5.2,12.25,30,9,0,1
ＪＲ中央線 荻窪駅 2階建 築27年,8.7,35,27,12,1,0
ＪＲ中央線 荻窪駅 5階建 築28年,7,27,28,4,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.5,19.6,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト 101号室,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.5,18.54,30,8,0,0
コーボルト 101号室,5.5,18.54,30,8,0,0
ＪＲ中央線 荻窪駅 2階建 築31年,5.8,17.35,31,8,1,0
アルミックハウス,7.6,19.97,32,5,0,0
メゾンユー 101号室,5.4,12,29,7,0,0
メゾンユー 101号室,5.4,12,29,7,0,0
メゾンユー 101号室,5.4,12,29,7,0,0
メゾンユー 101号室,5.4,12,29,7,0,0
メゾンユー 101号室,5.4,12,29,7,0,0
メゾンド・モナーク,5.6,14,29,10,0,0
メゾンユー 101号室,5.4,12,29,10,0,0
メゾンユー 101号室,5.4,12,29,10,0,0
メゾンユー 101号室,5.4,12,29,10,0,0
ＪＲ中央線 荻窪駅 3階建 築30年,6,19.2,30,6,0,1
リバブル荻窪 205号室,6,19.2,30,6,0,0
ＪＲ中央線 荻窪駅 3階建 築30年,6.5,18.96,30,5,0,1
ＪＲ中央線 荻窪駅 3階建 築30年,6.5,18.96,30,5,0,1
ＪＲ中央線 荻窪駅 3階建 築30年,6.5,18.96,30,5,0,1
ＲＥＦＬＥＸ 201号室,6.5,18.96,30,5,0,0
コーボルト,5.5,18.54,30,10,0,0
プラティーク荻窪 208号室,6.1,16.17,32,10,0,1
ＪＲ総武線 荻窪駅 3階建 築28年,5,16,28,6,0,0
ＪＲ中央線 荻窪駅 2階建 築23年,5.5,16.66,23,12,0,0
コーラルパレス 302号室,5.7,15.5,29,5,0,1
ＪＲ総武線 荻窪駅 3階建 築31年,5.5,19.12,31,10,0,0
ＪＲ中央線 荻窪駅 3階建 築31年,5.5,19.12,31,10,0,0
ＪＲ総武線 荻窪駅 3階建 築31年,5.5,19.12,31,10,0,0
サニーハイツ,4.6,15.45,29,7,0,0
ＪＲ総武線 荻窪駅 2階建 築24年,5.5,16.16,24,12,0,0
ＪＲ中央線 荻窪駅 2階建 築24年,5.5,16.16,24,12,0,0
ブリーゼ 203号室,3.2,7.1,3,12,0,0
ブリーゼ,3,7.1,3,12,0,0
コーラルパレス 302号室,5.5,15.58,30,5,0,1
コ－ラルパレス,5.5,15.58,30,5,0,1
エグゼクティブ荻窪,7,18.34,33,4,0,0
エグゼクティブ荻窪,7,18.34,33,4,0,0
ＪＲ中央線 荻窪駅 地下1地上5階建 築35年,6.6,24.36,35,6,0,1
ＪＲ中央線 荻窪駅 地下1地上5階建 築35年,6.6,24.36,35,6,0,1
佐藤アパート 101号室,6.8,19.8,37,10,0,0
ＪＲ中央線 荻窪駅 2階建 築21年,6.4,22.5,21,14,1,0
ＪＲ中央線 荻窪駅 2階建 築26年,5.5,16,26,12,0,0
ハイムコスモ 302号室,5.5,12,36,8,0,0
ハイムコスモ 302号室,5.5,12,36,8,0,0
東京メトロ丸ノ内線 荻窪駅 3階建 築36年,5.5,12,36,8,1,0
ハイムコスモ 302号室,5.5,12,36,8,0,0
東京メトロ丸ノ内線 荻窪駅 3階建 築36年,5.5,12,36,8,1,0
東京メトロ丸ノ内線 荻窪駅 3階建 築36年,5.5,12,36,8,1,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,8,0,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,8,0,0
東京メトロ丸ノ内線 荻窪駅 3階建 築36年,5.5,12,36,8,1,0
ハイムコスモ 302号室,5.5,12,36,8,0,0
パークハイム,4.8,15,32,10,0,0
プラーズ南荻窪 105号室,6.3,17,37,7,0,0
ＪＲ中央線 荻窪駅 3階建 築30年,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 3階建 築30年,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 3階建 築30年,5.5,15.58,30,4,0,1
コーラルパレス,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 3階建 築30年,5.5,15.58,30,4,0,1
プレール荻窪南,5.4,16.72,30,4,0,1
ＪＲ中央線 荻窪駅 2階建 築32年,4.6,11,32,10,0,0
ＪＲ中央線 荻窪駅 2階建 築32年,4.6,11,32,10,0,0
ＩＮＮ荻窪,4.9,13.19,33,10,0,0
ＩＮＮ荻窪,4.9,13.19,33,10,0,0
ＩＮＮ荻窪,4.9,13.19,33,10,0,0
ＩＮＮ荻窪,4.9,13.19,33,10,0,0
ＩＮＮ荻窪,4.9,10.39,33,10,0,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ＪＲ総武線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ＪＲ中央線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,1
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ＪＲ総武線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,0
ＪＲ総武線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
パークハイム,4.5,15,32,10,0,0
ＪＲ中央線 荻窪駅 5階建 築36年,6.6,24.36,36,5,1,1
学生専用チェルシーハウス荻窪 101号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 101号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 101号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
ＪＲ中央線 荻窪駅 4階建 築30年,5,11.75,30,4,0,1
ハウスコウノトリ,7.8,23.18,46,9,1,0
ＪＲ中央線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ総武線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ中央線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ中央線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ総武線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,15,1,1
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,15,1,1
家具付き　オートロック　学生専用　チェルシーハウス荻窪 101号室,5.2,9.5,28,12,0,0
ＪＲ中央線 荻窪駅 3階建 築28年,5.2,9.5,28,12,0,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.2,9.5,28,12,0,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.2,9.5,28,12,0,1
東京メトロ丸ノ内線 荻窪駅 3階建 築36年,7.9,26.6,36,2,1,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.8,20.7,30,12,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.8,20.7,30,12,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.8,20.7,30,12,0,0
ＪＲ中央線 荻窪駅 2階建 築30年,5.8,20.7,30,12,0,0
カーサデ藤原 103号室,5.8,19.03,35,5,0,0
ＪＲ中央線 荻窪駅 4階建 築35年,5.8,19.03,35,5,0,0
カーサデ藤原 103号室,5.8,19.03,35,5,0,0
荻窪14 203号室,2.7,7,2,13,0,1
プロスペアー荻窪,5.7,16.02,35,5,0,0
ハイムコスモ,5.5,12,36,6,0,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,6,0,0
ハイムコスモ,5.5,12,36,6,0,0
ＪＲ中央線 荻窪駅 4階建 築37年,4.7,13.47,37,8,0,0
ＪＲ総武線 荻窪駅 3階建 築37年,6.3,17,37,5,0,0
プラーズ南荻窪 105号室,6.3,17,37,5,0,0
プラーズ南荻窪,6.3,17,37,5,0,0
ＪＲ総武線 荻窪駅 9階建 築33年,6.5,16.8,33,2,1,1
ＪＲ中央線 荻窪駅 9階建 築33年,6.5,16.8,33,2,1,1
ＪＲ中央線 荻窪駅 9階建 築33年,6.5,16.8,33,2,1,1
ＪＲ総武線 荻窪駅 9階建 築33年,6.5,16.8,33,2,1,1
ＪＲ中央線 荻窪駅 3階建 築36年,7.5,20.16,36,2,0,0
ワコーレ荻窪ミモザ館 205号室,6.6,24.36,35,3,0,1
ＪＲ中央線 荻窪駅 2階建 築32年,5,14,32,4,0,0
荻窪14 106号室,2.4,7,2,13,0,1
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,6,19,28,13,1,0
ＪＲ中央線 荻窪駅 3階建 築35年,5.35,13.37,35,5,0,1
スカイコート荻窪,5.35,13.37,35,5,0,1
ＪＲ中央線 荻窪駅 4階建 築35年,5.7,14.54,35,11,0,0
ＪＲ中央線 荻窪駅 4階建 築35年,5.7,14.54,35,11,0,0
ＪＲ中央線 荻窪駅 4階建 築35年,5.7,14.54,35,11,0,0
プラーズ南荻窪,6.3,17,38,5,0,0
ＪＲ中央線 荻窪駅 4階建 築45年,6.5,16,45,9,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,6.5,16,45,9,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,6.5,16,45,9,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,6.5,16,45,9,1,0
荻窪貸アパート,5.4,14,34,4,0,0
ＪＲ中央線 荻窪駅 5階建 築36年,6.6,24.36,36,3,1,1
ＪＲ中央線 荻窪駅 5階建 築36年,6.6,24.36,36,3,1,1
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
東京メトロ丸ノ内線 荻窪駅 4階建 築34年,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
東京メトロ丸ノ内線 荻窪駅 4階建 築34年,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
東京メトロ丸ノ内線 荻窪駅 4階建 築34年,4.8,13.5,34,5,0,0
メゾン・ド・セレナード 401号室,4.8,13.5,34,5,0,0
東京メトロ丸ノ内線 荻窪駅 4階建 築34年,4.8,13.5,34,5,0,0
グレイス荻窪,4.9,16.24,36,6,0,0
ＪＲ中央線 荻窪駅 4階建 築35年,5.5,13.55,35,11,0,0
ＪＲ中央線 荻窪駅 2階建 築46年,7.8,23.18,46,10,1,0
ＪＲ中央線 荻窪駅 2階建 築46年,7.8,23.18,46,10,1,0
ＪＲ中央線 荻窪駅 2階建 築46年,7.8,23.18,46,10,1,0
ＪＲ中央線 荻窪駅 2階建 築46年,7.8,23.18,46,10,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,13,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,13,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,13,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,13,1,0
東京メトロ丸ノ内線 荻窪駅 5階建 築35年,5.7,16.1,35,3,0,0
東京メトロ丸ノ内線 荻窪駅 5階建 築35年,5.7,16.1,35,3,0,0
東京メトロ丸ノ内線 荻窪駅 5階建 築35年,5.7,16.1,35,3,0,0
東京メトロ丸ノ内線 荻窪駅 5階建 築35年,5.7,16.1,35,3,0,0
ＪＲ中央線 荻窪駅 5階建 築21年,6.6,18.17,21,10,1,1
ＪＲ中央線 荻窪駅 2階建 築45年,8,24.79,45,5,1,0
ＪＲ総武線 荻窪駅 2階建 築45年,8,24.76,45,5,1,0
ＪＲ総武線 荻窪駅 2階建 築45年,8,24.76,45,5,1,0
ＭステージＢ棟,8,24.76,45,5,1,0
ＭステージＢ棟,8,24.76,45,5,1,0
ＪＲ総武線 荻窪駅 2階建 築45年,8,24.76,45,5,1,0
ＪＲ中央線 荻窪駅 2階建 築45年,8,24.76,45,5,1,0
メゾン・ド・スィエール 0202号室,4.9,15.27,37,5,0,0
メゾン・ド・スィエール 0202号室,4.9,15.27,37,5,0,0
ＪＲ中央線 荻窪駅 4階建 築37年,4.9,15.27,37,5,0,0
メゾン・ド・スィエール 0202号室,4.9,15.27,37,5,0,0
メゾン・ド・スィエール 0202号室,4.9,15.27,37,5,0,0
ＪＲ総武線 荻窪駅 4階建 築45年,6.48,16,45,7,0,0
ＪＲ総武線 荻窪駅 4階建 築45年,6.48,16,45,7,0,0
ＪＲ中央線 荻窪駅 2階建 築42年,7,20,42,4,0,0
篠原ハイツ 202号室,7,20,42,4,0,0
ＪＲ中央線 荻窪駅 2階建 築32年,4.6,11,32,12,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
東京メトロ丸ノ内線 荻窪駅 3階建 築40年,4.5,12.11,40,7,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,7,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
ＪＲ中央線 荻窪駅 3階建 築49年,7,18,49,8,1,0
シオンスクエア,7,18,49,8,1,0
ＪＲ中央線 荻窪駅 3階建 築49年,7,18,49,8,1,0
ＪＲ中央線 荻窪駅 2階建 築34年,5,16.5,34,12,0,0
ＪＲ中央線 荻窪駅 2階建 築34年,5,16.5,34,12,0,0
サットンプレイス荻窪 206号室,6.2,17,30,14,0,0
ハイツカレン,6.7,20,24,16,1,0
荻窪スカイレジテル,5.7,16.1,35,1,0,0
ＪＲ総武線 荻窪駅 5階建 築35年,5.7,16.1,35,1,0,0
荻窪スカイレジテル,5.7,16.1,35,1,0,0
ＪＲ中央線 荻窪駅 3階建 築49年,6.7,18,49,8,1,0
ＪＲ中央線 荻窪駅 3階建 築49年,6.7,18,49,8,1,0
ベルユニット荻窪 201号室,5,14,27,14,0,0
ＪＲ総武線 荻窪駅 2階建 築27年,5,14,27,14,0,0
ベルユニット荻窪 201号室,5,14,27,14,0,0
ＪＲ総武線 荻窪駅 2階建 築27年,5,14,27,14,0,0
DRホームズ杉並桃井,6.2,19.5,27,15,0,0
ユアパレス天沼,5.3,14,32,13,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,6,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,6,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.5,12.11,40,6,0,0
メゾン・ド・上荻,4.4,15.5,40,6,0,0
ＪＲ中央線 荻窪駅 4階建 築40年,4.4,15.5,40,6,0,0
メゾン・ド・上荻,4.4,15.5,40,6,0,0
ヴェールバローネ 202号室,4,11,42,8,0,0
柏本ホームズ,6,20,27,15,0,0
柏本ホームズ,6,20,27,15,0,0
柏本ホームズ,6,20,27,15,0,0
柏本ホームズ,6,20,27,15,0,0
第２コーポ石原,6,17.82,27,15,0,1
第２コーポ石原,6,16.01,27,15,0,1
第２コーポ石原,6,16.01,27,15,0,1
シャトウ荻窪Ａ棟,4.7,12.75,31,13,0,0
第二コーポ石原 205号室,5.9,16,27,15,0,1
ハンデーイン第三,9.3,31.08,49,6,1,0
ハンデーイン第三,9.3,31.08,49,6,1,0
ＪＲ中央線 荻窪駅 4階建 築49年,9.3,31.08,49,6,1,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.2,18,29,14,1,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.2,18,29,14,1,0
サットンプレイス荻窪 103号室,5.5,15.6,30,14,0,0
ＪＲ中央線 荻窪駅 3階建 築40年,4.6,11.44,40,5,0,0
ベルユニット荻窪 201号室,5,14,30,14,0,0
ベルユニット荻窪 201号室,5,14,30,14,0,0
ベルユニット荻窪 201号室,5,14,30,14,0,0
千寿荘 5号室,4,14.7,47,9,0,0
ＪＲ中央線 荻窪駅 2階建 築7年,7.6,21.75,7,20,1,0
安達ハイツ,5.5,15,44,3,1,0
安達ハイツ,5.5,15,44,3,1,0
ＪＲ中央線 荻窪駅 2階建 築25年,5.9,21,25,17,1,0
ＪＲ中央線 荻窪駅 2階建 築30年,5,14,30,15,0,0
ハイム若葉,5.5,17.95,36,14,0,0
ラパルフェドプリモ 104号室,6,20.01,30,16,0,0
千寿荘 5号室,4,14.8,47,10,0,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.3,20.46,29,16,1,0
ＪＲ中央線 荻窪駅 2階建 築29年,5.3,20.46,29,16,1,0
ラ・パルフェ・ド・プリモ,5.3,20.01,30,16,0,0
